ID,name,full_name,nationality,league,club,age,birth_date,height_cm,weight_kg,eur_value,eur_wage
239728,L. Wolsztyński,Łukasz Wolsztyński,Poland,Polish Ekstraklasa,Górnik Zabrze,22,1994-12-08,183.0,73.0,625000.0,2000.0
18289,M. Hoseth,Magne Hoseth,Norway,Norwegian Eliteserien,Kristiansund BK,36,1980-10-13,186.0,80.0,140000.0,1000.0
156017,V. Jalasto,Ville Jalasto,Finland,Finnish Veikkausliiga,HJK Helsinki,31,1986-04-19,183.0,83.0,300000.0,1000.0
223345,Wellington,Wellington Nascimento Carvalho,Brazil,Portuguese Primeira Liga,Portimonense SC,24,1992-11-21,182.0,67.0,600000.0,3000.0
240753,A. Gouiri,Amine Gouiri,France,French Ligue 1,Olympique Lyonnais,17,2000-02-16,180.0,72.0,900000.0,10000.0
212594,M. Lopez,Mikey Lopez,United States,USA Major League Soccer,New York City Football Club,24,1993-02-20,173.0,72.0,525000.0,2000.0
138355,N. Abdou,Nadjim Abdou,Comoros,English League One,AFC Wimbledon,32,1984-07-13,175.0,70.0,350000.0,10000.0
212083,Tarsi,Tarsicio Aguado Arriazu,Spain,Spanish Primera División,Athletic Club de Bilbao,22,1994-10-16,178.0,69.0,600000.0,5000.0
228211,E. Ramírez,Eric Ramírez,Argentina,Argentinian Superliga,Gimnasia y Esgrima La Plata,20,1996-09-21,170.0,64.0,825000.0,4000.0
230515,Vagnão Junior,Vágner Nilson Rosa Cadete,Brazil,Campeonato Brasileiro Série A,Atlético Clube Goianiense,25,1992-02-29,172.0,62.0,500000.0,4000.0
238195,V. Jónsson,Viðar Ari Jónsson,Iceland,Norwegian Eliteserien,SK Brann,23,1994-03-10,184.0,75.0,525000.0,2000.0
221812,A. Al Shamekh,Abdullah Al Shamekh,Saudi Arabia,Saudi Professional League,Al Raed,24,1993-05-28,178.0,71.0,500000.0,5000.0
222836,R. Ledson,Ryan Ledson,England,English League One,Oxford United,19,1997-08-19,181.0,69.0,950000.0,2000.0
228980,M. Tirpan,Mickaël Tirpan,Belgium,Belgian First Division A,KAS Eupen,23,1993-10-23,180.0,77.0,500000.0,3000.0
229236,M. Udol,Matthieu Udol,France,French Ligue 1,FC Metz,21,1996-03-20,178.0,74.0,700000.0,3000.0
232564,T. Morita,Tatsuya Morita,Japan,Japanese J1 League,Albirex Niigata,26,1990-08-03,191.0,87.0,375000.0,1000.0
199029,P. Etshimi,Patrick Etshimi,DR Congo,French Ligue 2,Paris FC,28,1989-02-26,184.0,78.0,475000.0,3000.0
205429,T. Duffner,Tobias Duffner,Germany,German 3. Liga,Werder Bremen II,33,1983-12-05,187.0,87.0,230000.0,1000.0
241013,Adrián López,Adrián López Garrote,Spain,Spanish Primera División,RCD Espanyol,18,1999-01-09,185.0,73.0,575000.0,2000.0
179573,A. Kristiansen,Anders Kristiansen,Norway,Norwegian Eliteserien,Sarpsborg 08 FF,27,1990-03-17,185.0,74.0,375000.0,1000.0
209526,S. Kavanagh,Sean Kavanagh,Republic of Ireland,English Championship,Fulham,23,1994-01-20,174.0,62.0,500000.0,9000.0
232054,B. Cáceres,Blas Cáceres,Paraguay,Argentinian Superliga,Club Atlético Patronato,28,1989-07-01,177.0,84.0,400000.0,3000.0
194678,A. Eastham,Ashley Eastham,England,English League One,Fleetwood Town,26,1991-03-22,191.0,90.0,475000.0,3000.0
223095,F. Palacios Martínez,Federico Palacios Martínez,Germany,German Bundesliga,RB Leipzig,22,1995-04-09,170.0,65.0,625000.0,14000.0
224375,B. Vécsei,Bálint Vécsei,Hungary,Swiss Super League,FC Lugano,23,1993-07-13,185.0,82.0,600000.0,11000.0
229495,C. Nwakali,Chidiebere Nwakali,Nigeria,Norwegian Eliteserien,Sogndal,20,1996-12-26,173.0,68.0,850000.0,1000.0
191095,H. Jónasson,Hallgrímur Jónasson,Iceland,Danish Superliga,Lyngby BK,31,1986-05-04,184.0,80.0,300000.0,3000.0
193911,S. Paul,Subrata Paul,India,,,30,1986-12-24,185.0,78.0,0.0,0.0
204664,D. Andrade,David Andrade,Mexico,Mexican Liga MX,Santos Laguna,23,1993-07-09,168.0,65.0,500000.0,5000.0
213368,L. Rougeaux,Lucas Rougeaux,France,Belgian First Division A,KV Kortrijk,23,1994-05-10,185.0,87.0,500000.0,4000.0
228216,O. Fisher,Oniel Fisher,Jamaica,USA Major League Soccer,Seattle Sounders FC,25,1991-11-22,175.0,70.0,450000.0,2000.0
233592,Albisua,Haritz Albisua Laskurain,Spain,Spanish Segunda División,Lorca Deportiva CF,24,1992-10-01,187.0,80.0,550000.0,2000.0
203897,H. Toivomäki,Henri Toivomäki,Finland,Norwegian Eliteserien,Sarpsborg 08 FF,25,1992-02-21,184.0,78.0,500000.0,1000.0
222585,F. Fydriszewski,Francisco Fydriszewski,Argentina,Spanish Segunda División,CD Lugo,24,1993-04-13,186.0,78.0,650000.0,5000.0
181113,Deleu,Luiz Carlos Santos,Brazil,Polish Ekstraklasa,Cracovia,33,1984-03-01,176.0,77.0,170000.0,2000.0
212090,R. Almeida-Santos,Ricardo Almeida-Santos,Portugal,English League Two,Barnet,22,1995-06-18,196.0,77.0,575000.0,3000.0
225146,S. D'Almeida,Sessi D'Almeida,Benin,English League One,Blackpool,21,1995-11-20,178.0,71.0,600000.0,2000.0
223867,A. Gruber,Andreas Gruber,Austria,Austrian Bundesliga,SV Mattersburg,22,1995-06-29,174.0,70.0,625000.0,6000.0
230523,Iuliano Alfaro,Iuliano Wagner Alfaro Azevedo,Brazil,Campeonato Brasileiro Série A,Atlético Clube Goianiense,29,1988-02-29,177.0,72.0,450000.0,5000.0
240507,A. Gomes,Angel Gomes,England,English Premier League,Manchester United,16,2000-08-31,168.0,52.0,975000.0,9000.0
196219,J. Lipartia,Jaba Lipartia,Georgia,Russian Premier League,FC Anzhi Makhachkala,29,1987-11-16,174.0,68.0,450000.0,7000.0
208764,Z. Alomerović,Zlatan Alomerović,Serbia,Polish Ekstraklasa,Korona Kielce,26,1991-06-15,187.0,85.0,400000.0,2000.0
230012,Gustavo Hebling,Gustavo Hebling de Aguiar,Brazil,Portuguese Primeira Liga,Portimonense SC,21,1996-04-05,173.0,66.0,700000.0,2000.0
232316,G. Aguirre,Gaddi Aguirre,Mexico,Mexican Liga MX,Club Atlas,21,1996-03-31,181.0,73.0,575000.0,4000.0
200061,A. Tutte,Andrew Tutte,England,English League One,Bury,26,1990-09-21,175.0,75.0,525000.0,4000.0
201085,S. Allan,Scott Allan,Scotland,Scottish Premiership,Dundee FC,25,1991-11-28,179.0,67.0,550000.0,13000.0
232573,K. Matsubara,Ken Matsubara,Japan,Japanese J1 League,Yokohama F. Marinos,24,1993-02-16,180.0,73.0,525000.0,2000.0
176509,J. Bava,Jorge Bava,Uruguay,USA Major League Soccer,Chicago Fire Soccer Club,35,1981-08-02,193.0,85.0,110000.0,1000.0
182909,F. Carlsen,Fredrik Carlsen,Norway,Norwegian Eliteserien,Aalesunds FK,27,1989-12-01,175.0,65.0,500000.0,2000.0
220542,R. Quiñonez,Romel Quiñonez,Bolivia,,,25,1992-06-25,182.0,80.0,0.0,0.0
222078,B. Jamieson IV,Bradford Jamieson IV,United States,USA Major League Soccer,LA Galaxy,20,1996-11-18,191.0,75.0,775000.0,2000.0
233086,M. Quiroga,Matías Quiroga,Argentina,Argentinian Superliga,Club Atlético Patronato,31,1986-04-14,195.0,83.0,400000.0,4000.0
238974,T. Chahed,Tarek Chahed,Germany,German 3. Liga,1. FC Magdeburg,21,1996-06-23,184.0,72.0,675000.0,1000.0
174206,G. Moss,Glen Moss,New Zealand,Australian A-League,Newcastle Jets,34,1983-01-19,187.0,90.0,180000.0,1000.0
186238,J. Kean,Jake Kean,England,English Championship,Sheffield Wednesday,26,1991-02-04,196.0,94.0,400000.0,11000.0
191871,Lee Yong Rae,Yong Rae Lee,Korea Republic,Korean K League Classic,Suwon Samsung Bluewings,31,1986-04-17,175.0,71.0,300000.0,3000.0
213376,J. Hanson,Jamie Hanson,England,English Championship,Derby County,21,1995-11-10,178.0,79.0,900000.0,10000.0
214144,D. Chica,Diego Chica,Colombia,Colombian Primera A,Corporación Club Deportivo Tuluá,36,1981-02-11,175.0,70.0,60000.0,1000.0
223104,M. McNulty,Marc McNulty,Scotland,English League Two,Coventry City,24,1992-09-14,178.0,70.0,625000.0,5000.0
239232,Sarsanedas,Ferrán Sarsanedas Soler,Spain,Spanish Segunda División,FC Barcelona B,20,1997-02-11,177.0,71.0,900000.0,2000.0
208513,A. Guido,Alejandro Guido,United States,Mexican Liga MX,Club Tijuana,23,1994-03-22,180.0,74.0,625000.0,5000.0
208769,W. Vaulks,Will Vaulks,England,English League One,Rotherham United,23,1993-09-13,180.0,75.0,600000.0,3000.0
214913,M. Biskupović,Marko Biskupović,Chile,Swedish Allsvenskan,Kalmar FF,28,1989-06-30,188.0,89.0,400000.0,2000.0
228225,W. Harding,Wesley Harding,England,English Championship,Birmingham City,20,1996-10-20,183.0,78.0,775000.0,6000.0
217730,S. Zwierschitz,Stephan Zwierschitz,Austria,Austrian Bundesliga,FC Admira Wacker Mödling,26,1990-09-17,183.0,75.0,425000.0,3000.0
237954,J. Smith,Joshua Smith,United States,USA Major League Soccer,New England Revolution,25,1992-03-10,193.0,79.0,525000.0,2000.0
238978,F. Schiller,Felix Schiller,Germany,German 3. Liga,1. FC Magdeburg,27,1989-12-06,190.0,80.0,425000.0,1000.0
241026,T. Chancalay,Tomás Chancalay,Argentina,Argentinian Superliga,Colon de Santa Fe,18,1999-01-01,170.0,65.0,950000.0,2000.0
191106,D. Myrestam,David Myrestam,Sweden,Swedish Allsvenskan,GIF Sundsvall,30,1987-04-04,181.0,79.0,325000.0,2000.0
199555,T. Coletti,Tommaso Coletti,Italy,Italian Serie B,Foggia,33,1984-05-09,177.0,70.0,180000.0,1000.0
203139,A. Stewart,Anthony Stewart,England,English League Two,Wycombe Wanderers,24,1992-09-18,183.0,76.0,525000.0,4000.0
207491,R. Gaffney,Rory Gaffney,Republic of Ireland,English League One,Bristol Rovers,27,1989-10-23,184.0,76.0,475000.0,4000.0
214147,J. Rivas,Janeiler Rivas,Colombia,Colombian Primera A,CD Los Millionarios Bogota,29,1988-05-18,194.0,93.0,350000.0,2000.0
224387,E. Bearzotti,Enrico Bearzotti,Italy,Italian Serie A,Hellas Verona,20,1996-10-20,180.0,75.0,800000.0,7000.0
239747,S. Córdova,Sergio Córdova,Venezuela,German Bundesliga,FC Augsburg,19,1997-08-09,188.0,78.0,850000.0,5000.0
181379,D. Elm,David Elm,Sweden,Swedish Allsvenskan,Kalmar FF,34,1983-01-10,192.0,86.0,240000.0,2000.0
204164,A. Ludwig,Alexander Ludwig,Denmark,Danish Superliga,AC Horsens,24,1993-06-30,184.0,85.0,550000.0,3000.0
140420,B. Murphy,Brian Murphy,Republic of Ireland,English Championship,Cardiff City,34,1983-05-07,183.0,83.0,180000.0,6000.0
215684,K. Mensah,Kevin Mensah,Denmark,Danish Superliga,Brøndby IF,26,1991-05-15,173.0,74.0,575000.0,6000.0
202117,M. Haakenstad,Mats Haakenstad,Norway,Norwegian Eliteserien,Lillestrøm SK,23,1993-11-14,183.0,73.0,525000.0,1000.0
198278,J. Davis,Justin Davis,United States,USA Major League Soccer,Minnesota United,29,1988-05-06,183.0,78.0,350000.0,3000.0
213894,H. White,Hayden White,England,English League Two,Mansfield Town,22,1995-04-15,185.0,68.0,500000.0,5000.0
183686,M. de Luna,Mario de Luna,Mexico,Mexican Liga MX,Necaxa,29,1988-01-05,179.0,82.0,350000.0,13000.0
223623,A. Kakuba,Alex Kakuba,Uganda,Portuguese Primeira Liga,CD Feirense,26,1991-06-12,177.0,72.0,450000.0,3000.0
224391,C. Psyché,Christophe Psyché,France,Norwegian Eliteserien,Sogndal,28,1988-07-28,186.0,82.0,400000.0,2000.0
230279,Juli Morrinhos,Vinicius Lúcio Julião Morrinhos,Brazil,Campeonato Brasileiro Série A,Botafogo de Futebol e Regatas,29,1988-02-29,181.0,75.0,450000.0,6000.0
168583,P. Bürger,Patrick Bürger,Austria,Austrian Bundesliga,SV Mattersburg,30,1987-06-27,187.0,85.0,425000.0,7000.0
204424,P. Izzo,Paul Izzo,Australia,Australian A-League,Adelaide United,22,1995-01-06,184.0,81.0,450000.0,1000.0
207496,J. Sánchez Sotelo,Juan Sánchez Sotelo,Argentina,Argentinian Superliga,Temperley,29,1987-10-02,180.0,79.0,450000.0,4000.0
191112,S. D'Angelo,Sebastián D'Angelo,Argentina,Argentinian Superliga,Newell's Old Boys,28,1989-01-14,183.0,78.0,375000.0,4000.0
201353,J. Kempin,Jon Kempin,United States,USA Major League Soccer,LA Galaxy,24,1993-04-08,185.0,77.0,425000.0,2000.0
211593,S. Facey,Shay Facey,England,English Premier League,Manchester City,22,1995-01-07,179.0,64.0,550000.0,21000.0
219785,T. Holmes-Dennis,Tareiq Holmes-Dennis,England,English League One,Portsmouth,21,1995-10-31,177.0,73.0,525000.0,9000.0
236681,M. Thurnwald,Manuel Thurnwald,Austria,Austrian Bundesliga,SK Rapid Wien,18,1998-07-16,172.0,68.0,575000.0,3000.0
186761,K. Mizuno,Koki Mizuno,Japan,Japanese J1 League,Sagan Tosu,31,1985-09-06,173.0,66.0,400000.0,2000.0
215434,A. Busin,Alexis Busin,France,French Ligue 2,AS Nancy Lorraine,21,1995-09-07,175.0,65.0,675000.0,2000.0
232586,K. Koizumi,Kei Koizumi,Japan,Japanese J1 League,Albirex Niigata,22,1995-04-19,173.0,69.0,525000.0,2000.0
235658,V. Nelsson,Victor Nelsson,Denmark,Danish Superliga,FC Nordsjælland,18,1998-10-14,185.0,75.0,625000.0,2000.0
239754,M. Košťál,Martin Košťál,Slovakia,Polish Ekstraklasa,Wisła Kraków,21,1996-02-23,179.0,62.0,775000.0,2000.0
193930,E. Velikonja,Etien Velikonja,Slovenia,Holland Eredivisie,Willem II,28,1988-12-26,177.0,72.0,475000.0,4000.0
199307,A. Höller,Alois Höller,Austria,Austrian Bundesliga,SV Mattersburg,28,1989-03-15,192.0,82.0,350000.0,7000.0
214923,M. Al Nakhli,Mohammed Qasem Al Nakhli,Saudi Arabia,Saudi Professional League,Al Ittihad,22,1995-01-19,176.0,74.0,575000.0,8000.0
219275,M. Kupczak,Mateusz Kupczak,Poland,Polish Ekstraklasa,Termalica Bruk-Bet Nieciecza,25,1992-02-20,176.0,76.0,475000.0,2000.0
160139,H. Abranchezo,Henry Abranchezo,Chile,Chilian Primera División,Curicó Unido,25,1992-02-29,188.0,81.0,500000.0,2000.0
236427,S. Olsson,Simon Olsson,Sweden,Swedish Allsvenskan,IF Elfsborg,19,1997-09-14,185.0,81.0,775000.0,1000.0
192651,O. Malik,Osama Malik,Australia,Australian A-League,Melbourne City,26,1990-09-30,185.0,75.0,400000.0,4000.0
237964,I. Jome,Ismaila Jome,Gambia,USA Major League Soccer,Minnesota United,22,1994-11-04,185.0,73.0,525000.0,2000.0
238476,D. Zagadou,Dan-Axel Zagadou,France,German Bundesliga,Borussia Dortmund,18,1999-06-03,196.0,90.0,850000.0,6000.0
215437,D. Fisher,Darnell Fisher,England,English Championship,Preston North End,23,1994-04-04,175.0,70.0,525000.0,4000.0
223629,S. Al Jaman,Saleh Al Jaman,Saudi Arabia,Saudi Professional League,Al Ahli,23,1993-10-14,173.0,70.0,725000.0,9000.0
223885,A. Nübel,Alexander Nübel,Germany,German Bundesliga,FC Schalke 04,20,1996-09-30,193.0,85.0,825000.0,5000.0
240781,Edu Frias,Eduardo Frias Molleda,Spain,Spanish Primera División,RCD Espanyol,18,1998-12-31,180.0,75.0,750000.0,2000.0
210574,A. Evseev,Alexey Evseev,Russia,Russian Premier League,FC Ural,23,1994-03-30,184.0,77.0,675000.0,8000.0
229518,Manel Royo,Manel Royo Castell,Spain,Spanish Primera División,RCD Espanyol,23,1994-02-28,183.0,80.0,525000.0,6000.0
209039,D. Moberg Karlsson,David Moberg Karlsson,Sweden,Swedish Allsvenskan,IFK Norrköping,23,1994-03-20,179.0,76.0,675000.0,2000.0
221839,V. Berisha,Valmir Berisha,Sweden,Norwegian Eliteserien,Aalesunds FK,21,1996-06-06,179.0,82.0,700000.0,2000.0
159375,S. Supple,Shane Supple,Republic of Ireland,Rep. Ireland Premier Division,Bohemian FC,30,1987-05-04,183.0,76.0,325000.0,1000.0
225423,S. Vega,Stiven Vega,Colombia,Colombian Primera A,CD Los Millionarios Bogota,19,1998-05-22,178.0,70.0,875000.0,1000.0
226447,S. Echeverría,Santiago Echeverría,Argentina,Colombian Primera A,Independiente Medellín,27,1990-03-28,183.0,80.0,450000.0,1000.0
164495,M. Kruska,Marc-André Kruska,Germany,German 3. Liga,SC Paderborn 07,30,1987-06-29,178.0,76.0,425000.0,1000.0
187279,Seo Jung Jin,Jung Jin Seo,Korea Republic,Korean K League Classic,Suwon Samsung Bluewings,27,1989-09-06,175.0,65.0,475000.0,3000.0
212624,D. Bohl,Daniel Bohl,Germany,German 3. Liga,Hallescher FC,23,1994-06-09,172.0,69.0,500000.0,1000.0
198034,M. Amundsen,Marius Amundsen,Norway,Norwegian Eliteserien,Lillestrøm SK,24,1992-09-22,185.0,80.0,525000.0,1000.0
223378,A. Çeviker,Aykut Çeviker,Turkey,Turkish Süper Lig,Akhisar Belediyespor,27,1990-01-03,177.0,70.0,450000.0,5000.0
232338,Han Hee Hoon,Hee Hoon Han,Korea Republic,Korean K League Classic,Daegu FC,26,1990-08-10,183.0,78.0,450000.0,2000.0
239250,Abel Ruiz,Abel Ruiz Ortega,Spain,Spanish Segunda División,FC Barcelona B,17,2000-01-28,182.0,73.0,900000.0,2000.0
234387,H. Starostzik,Hendrik Starostzik,Germany,German 3. Liga,Hallescher FC,26,1991-03-28,189.0,82.0,450000.0,1000.0
171923,S. Foley,Sam Foley,Republic of Ireland,English League One,Northampton Town,30,1986-10-17,183.0,74.0,425000.0,3000.0
195219,L. Wilkinson,Luke Wilkinson,England,English League Two,Stevenage,25,1991-12-02,188.0,74.0,450000.0,4000.0
197012,J. Watson,Je-Vaughn Watson,Jamaica,USA Major League Soccer,New England Revolution,33,1983-10-22,185.0,81.0,170000.0,2000.0
188308,D. Ulm,David Ulm,France,German 2. Bundesliga,DSC Arminia Bielefeld,33,1984-06-30,174.0,70.0,270000.0,3000.0
205461,M. Wegner,Max Wegner,Germany,German 3. Liga,Sportfreunde Lotte,28,1989-03-24,179.0,80.0,475000.0,1000.0
187029,D. Mullen,Daniel Mullen,Australia,Australian A-League,Wellington Phoenix,27,1989-10-26,187.0,85.0,375000.0,2000.0
200086,M. Jankowski,Maciej Jankowski,Poland,Polish Ekstraklasa,Piast Gliwice,27,1990-01-04,181.0,68.0,475000.0,3000.0
222102,S. Vranješ,Stojan Vranješ,Bosnia Herzegovina,Polish Ekstraklasa,Piast Gliwice,30,1986-10-11,183.0,75.0,325000.0,2000.0
226710,G. Scamacca,Gianluca Scamacca,Italy,Italian Serie A,Sassuolo,18,1999-01-01,195.0,80.0,675000.0,9000.0
232342,M. Lugo,Maximiliano Lugo,Paraguay,Argentinian Superliga,Temperley,27,1989-12-04,179.0,73.0,475000.0,3000.0
181910,O. Rincón,Orlando Rincón,Mexico,Mexican Liga MX,Lobos de la BUAP,31,1985-09-19,174.0,70.0,300000.0,3000.0
191126,C. McDonald,Cody McDonald,England,English League One,AFC Wimbledon,31,1986-05-30,178.0,70.0,400000.0,3000.0
199831,R. Sattelmaier,Rouven Sattelmaier,Germany,English League One,Bradford City,29,1987-08-07,187.0,87.0,350000.0,3000.0
228759,K. Boto,Kenji-Van Boto,France,French Ligue 2,AJ Auxerre,21,1996-03-07,180.0,71.0,775000.0,2000.0
235671,D. George,Dylan George,Netherlands,Holland Eredivisie,FC Twente,19,1998-06-27,183.0,75.0,700000.0,2000.0
204184,D. Schmidt,Doke Schmidt,Netherlands,Holland Eredivisie,SC Heerenveen,25,1992-04-07,177.0,73.0,425000.0,3000.0
211096,M. Fraser,Marcus Fraser,Scotland,Scottish Premiership,Ross County FC,23,1994-06-23,182.0,70.0,525000.0,2000.0
223896,I. Kovačec,Ivan Kovačec,Croatia,Korean K League Classic,FC Seoul,29,1988-06-27,188.0,84.0,450000.0,3000.0
238744,W. McKennie,Weston McKennie,United States,German Bundesliga,FC Schalke 04,18,1998-08-28,185.0,84.0,925000.0,6000.0
239768,A. Czerwiński,Alan Czerwiński,Poland,Polish Ekstraklasa,Zagłębie Lubin,24,1993-02-02,181.0,74.0,525000.0,2000.0
220569,E. Babayan,Edgar Babayan,Denmark,Danish Superliga,Hobro IK,21,1995-10-28,178.0,71.0,675000.0,3000.0
160153,O. Allarcón,Orlando Allarcón,Chile,Chilian Primera División,CD Palestino,25,1992-02-29,172.0,62.0,500000.0,2000.0
228249,H. Al Juhayyim,Hamad Al Juhayyim,Saudi Arabia,Saudi Professional League,Al Fateh,29,1987-10-11,177.0,73.0,450000.0,9000.0
233369,L. Montoya,Lautaro Montoya,Argentina,Argentinian Superliga,Chacarita Juniors,22,1994-10-07,171.0,67.0,600000.0,5000.0
140442,A. Butler,Andy Butler,England,English League One,Doncaster Rovers,33,1983-11-04,183.0,83.0,180000.0,3000.0
216730,S. Gregersen,Stian Gregersen,Norway,Norwegian Eliteserien,Molde FK,22,1995-05-17,191.0,83.0,675000.0,2000.0
134811,A. Ludwig,Alexander Ludwig,Germany,German 3. Liga,Rot-Weiß Erfurt,33,1984-01-31,177.0,70.0,270000.0,1000.0
232859,K. Hashimoto,Kento Hashimoto,Japan,Japanese J1 League,F.C. Tokyo,23,1993-08-16,181.0,74.0,600000.0,3000.0
239003,H. Mahou,Hicham Mahou,France,French Ligue 1,OGC Nice,17,1999-07-02,180.0,77.0,900000.0,6000.0
191387,S. Otsuka,Shohei Otsuka,Japan,Japanese J1 League,Kawasaki Frontale,27,1990-04-11,177.0,72.0,475000.0,3000.0
233884,C. Pickel,Charles Pickel,Switzerland,Swiss Super League,Grasshopper Club Zürich,20,1997-05-15,184.0,76.0,900000.0,4000.0
188316,M. Seidl,Manuel Seidl,Austria,Austrian Bundesliga,SV Mattersburg,28,1988-10-26,183.0,80.0,450000.0,7000.0
201117,W. Pawłowski,Wojciech Pawłowski,Poland,Polish Ekstraklasa,Górnik Zabrze,24,1993-01-18,190.0,80.0,425000.0,1000.0
138909,E. Soligo,Evans Soligo,Italy,Italian Serie B,F.B.C. Unione Venezia,38,1979-01-14,176.0,73.0,140000.0,1000.0
232861,K. Mizunuma,Kota Mizunuma,Japan,Japanese J1 League,Cerezo Osaka,27,1990-02-22,176.0,72.0,475000.0,4000.0
179869,G. Sawyer,Gary Sawyer,England,English League One,Plymouth Argyle,31,1985-07-05,183.0,67.0,300000.0,3000.0
214942,Héctor,Héctor Hernández Marrero,Spain,Spanish Segunda División,Albacete Balompié,21,1995-09-14,173.0,71.0,750000.0,11000.0
216478,J. Mitchell,Jonathan Mitchell,England,English Championship,Derby County,22,1994-11-24,182.0,86.0,600000.0,9000.0
217502,A. Kofler,Alexander Kofler,Austria,Austrian Bundesliga,Wolfsberger AC,30,1986-11-06,194.0,87.0,290000.0,3000.0
232094,J. Niezgoda,Jarosław Niezgoda,Poland,Polish Ekstraklasa,Legia Warszawa,22,1995-03-15,185.0,73.0,675000.0,3000.0
220063,J. García Sancho,Juan Carlos García Sancho,Mexico,Mexican Liga MX,Lobos de la BUAP,22,1994-11-10,182.0,81.0,525000.0,7000.0
220575,PC,Victor Pagliari Giro,Brazil,USA Major League Soccer,Orlando City Soccer Club,23,1994-03-10,173.0,70.0,575000.0,2000.0
188831,J. Martin,Joe Martin,England,English League Two,Stevenage,28,1988-11-29,183.0,83.0,350000.0,4000.0
189343,M. Bruscagin,Matteo Bruscagin,Italy,Italian Serie B,F.B.C. Unione Venezia,27,1989-08-03,184.0,77.0,375000.0,2000.0
213152,C. Morris,Carlton Morris,England,English League One,Shrewsbury,21,1995-12-16,185.0,85.0,750000.0,9000.0
160160,G. Molinero,Gerson Molinero,Chile,Chilian Primera División,San Luis de Quillota,29,1988-02-29,177.0,72.0,450000.0,2000.0
235424,D. Samassekou,Diadie Samassekou,Mali,Austrian Bundesliga,FC Red Bull Salzburg,21,1996-01-11,177.0,70.0,775000.0,6000.0
215969,L. Dos Santos,Laurent Dos Santos,France,French Ligue 2,Valenciennes FC,24,1993-03-21,177.0,70.0,500000.0,1000.0
220833,A. Mandrea,Anthony Mandrea,France,French Ligue 1,Angers SCO,20,1996-12-25,186.0,78.0,475000.0,4000.0
156321,A. Akinfenwa,Adebayo Akinfenwa,England,English League Two,Wycombe Wanderers,35,1982-05-10,178.0,110.0,210000.0,4000.0
232609,G. Notsuda,Gakuto Notsuda,Japan,Japanese J1 League,Vegalta Sendai,23,1994-06-06,176.0,71.0,600000.0,3000.0
